gender,age,marriage,education,job,risk_preference,client_lv,old_new,client_cat,SME_client,retail_cat,retail_loan,collateral_loan,inv_cat,high_cap,other_bank_tag,large_spend,high_repay,high_spend,quality_career,salary_agent,prospect_high,client_contr,client_activ,client_channel,inv_product,Liab_Inv_107,Fund_Inv_130,Ins_Inv_170,pc1,pc2
0,0.447368421,0.666666667,0.666666667,0.692307692,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.4,1,1,0,0,0.552261463,0.732597421
0,0.5,0,0,0,0.4,0.2,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.666666667,1,0.4,1,0,0,0.500010308,0.344111362
0,0.50877193,0,0,0,0.4,0.6,0,1,0.333333333,0,0,0,0.75,1,0,0,0,0,0,0,1,0.833333333,1,0.466666667,0.6,1,0,0,0.490496279,0.560868
0,0.51754386,0,0.666666667,0,0.6,0.4,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.4,0.6,1,0,0,0.481744534,0.601157795
0,0.552631579,0,0,0,0.4,0.4,1,1,0,0,0,0,0.75,1,1,1,0,0,0,0,1,1,0.833333333,0.333333333,0.6,1,0,0,0.446573952,0.535590653
0,0.543859649,0,0,0.692307692,0.6,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.333333333,0.6,1,1,1,0.455478451,0.614390346
1,0.596491228,0,0,0,0.6,0.6,0,1,0.333333333,0,0,0,0.75,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.402398348,0.324484448
0,0.5,0,0,0,0.6,0.8,1,1,0.333333333,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.466666667,0.4,1,0,0,0.499663916,0.473854059
0,0.385964912,0,0,0,0.4,0.4,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,0.833333333,1,1,0.6,1,0,0,0.613462292,0.584769282
0,0.447368421,0,0,0,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,1,1,0.666666667,0.833333333,0.666666667,0.6,1,0,0,0.551957351,0.54112242
1,0.289473684,0,0,0,1,0.6,0,1,0.333333333,0,0,0,0,1,0,0,0,0,0,0,1,1,0.333333333,0.466666667,0.4,1,0,0,0.709819412,0.511173895
0,0.447368421,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.552493852,0.062089078
0,0.473684211,0.666666667,0.666666667,0,0.4,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.466666667,0.4,1,0,0,0.526212747,0.398721818
1,0.745614035,0,0,0,0.6,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.466666667,0.4,1,0,0,0.2539294,0.348449486
1,0.561403509,0,0,0,0,0.6,0,1,0.333333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.438401076,0.092685854
0,0.587719298,0,0,0,0.8,0.4,1,1,0,0,0,0,0.75,0,0,1,0,0,0,0,1,0.833333333,0.833333333,0.4,0.6,1,0,0,0.411264961,0.599152922
0,0.587719298,0,0,0,0.6,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.666666667,0.666666667,0.6,1,1,0,0.411392913,0.555085417
1,0.447368421,0,0,0,0.6,0.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.466666667,0.4,1,0,0,0.552291309,0.462359609
0,0.596491228,0,0,0,0.6,0.4,1,1,0.333333333,0,0,0,0.75,1,0,0,0,0,0,0,1,1,0.833333333,1,0.4,1,1,0,0.402852198,0.550589234
0,0.614035088,0,0,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.833333333,0.466666667,0.4,1,0,0,0.385643422,0.37859615
0,0.535087719,0,0,0,0.4,0.6,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,1,0.833333333,0.666666667,0.6,1,0,0,0.464152198,0.572213545
0,0.421052632,0,0,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,1,1,0.4,1,0,0,0.578809048,0.439633937
1,0.622807018,0,0,0,0.2,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.666666667,0.4,1,0,0,0.377159096,0.318754792
0,0.51754386,0,0,0,0.6,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.466666667,0.4,1,0,0,0.481584021,0.52122458
0,0.596491228,0,0,0,0.4,0.2,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.40316789,0.118395099
1,0.350877193,0,0,0,0.4,0.4,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.648703829,0.16970918
0,0.543859649,0,0,0,0.6,0.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0.466666667,0.4,1,1,0,0.455029402,0.490383422
0,0.640350877,0,0,0,0.4,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.359266476,0.120735651
0,0.429824561,0,0,0,0.4,0.4,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.56977425,0.160807928
0,0.50877193,0,0,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.466666667,0.4,1,0,0,0.490900824,0.401044313
0,0.48245614,0,0,0,0.4,0.4,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.517143982,0.153785298
0,0.596491228,0.666666667,0.666666667,0,0.6,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0.4,1,1,0,0.403246473,0.415982591
1,0.622807018,0,0,0,0.8,0.8,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,1,1,0.466666667,0.6,1,1,0,0.376095984,0.660283344
0,0.438596491,0,0,0.692307692,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.666666667,1,1,0.6,1,0,0,0.561092413,0.621673938
0,0.447368421,0,0,0,0.4,0.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.833333333,1,0.466666667,0.4,1,1,0,0.551739806,0.54054593
0,0.631578947,0,0,0,0.4,0.4,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.5,0.833333333,0.4,0.6,1,0,0,0.367629631,0.486466842
0,0.561403509,0,0,0,0.2,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.43828041,0.106794675
1,0.385964912,0,0,0,0.6,0.6,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,1,1,0.666666667,0.6,0,0,0,0.613169299,0.641113708
0,0.50877193,0,0,0,0.4,0.4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.833333333,0.833333333,0.466666667,0.4,1,0,0,0.491058982,0.371832017
1,0.271929825,0,0,0,0.2,0.8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.666666667,1,0.2,1,0,0,0.728025284,0.384108472
0,0.48245614,0,0,0,0.6,0.4,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0.4,1,0,0,0.517279345,0.391123824
0,0.464912281,0,0,0,0.2,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0.666666667,0.2,1,0,0,0.535126874,0.240220421
0,0.640350877,0,0,0,0.4,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0.466666667,0.4,1,1,0,0.359393223,0.287400336
0,0.5,0,0,0,0.6,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0.4,0.4,1,1,0,0.49907307,0.501224
1,0.456140351,0,0,0,0.2,0.4,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.543568331,0.115917128
0,0.614035088,0,0,0,0.4,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.385493346,0.170079615
0,0.350877193,0.666666667,0.166666667,0.461538462,0.6,0.4,1,1,0,0,0,0,0.75,1,1,0,1,1,0,0,1,0.833333333,1,1,0.4,1,1,0,0.648727935,0.648947712
1,0.368421053,0,0,0,0.8,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0.333333333,0.4,1,0,0,0.631034682,0.437396657
0,0.447368421,0,0,0,0.4,0.2,1,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.666666667,0.833333333,0.9,1,0,1,0.552104475,0.533338851
0,0.596491228,0,0,0,0.4,0.4,0,1,0.333333333,0,0,0,1,0,0,1,0,0,0,0,1,0.666666667,0.833333333,0.666666667,0.4,1,1,0,0.40271652,0.507945915
0,0.596491228,0,0.333333333,0,0.4,0.6,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,1,1,0.833333333,0.6,1,1,0,0.402942666,0.603995271
1,0.622807018,0,0,0,0.4,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0.4,0.4,1,0,0,0.376845677,0.300330452
1,0.271929825,0,0,0,0.6,0.4,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,1,0.466666667,0.4,1,0,0,0.727803285,0.438611951
0,0.50877193,0,0,0,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.4,0.6,1,1,0,0.49042767,0.524561413
0,0.49122807,0,0,0,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.466666667,0.4,1,1,0,0.508024193,0.484989102
0,0.552631579,0,0,0,1,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.333333333,1,1,1,0,0.446106437,0.724825917
0,0.394736842,0.666666667,0.5,0,0.8,0.6,1,1,0,0,0,0,0.75,1,0,1,0,0,0,0,1,1,1,0.833333333,0.6,1,0,1,0.604505587,0.731111684
0,0.456140351,0,0,0,0.6,0.6,0,1,0.333333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.54330232,0.227604183
0,0.675438596,0,0,0,0.4,0.6,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,1,1,0.4,0.6,1,1,0,0.323769133,0.552175378
0,0.350877193,0,0,0,0.4,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.833333333,0.4,0.4,1,0,0,0.648963938,0.338834885
0,0.447368421,0,0,0,0.4,0.6,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,1,1,1,0.4,1,0,0,0.552035835,0.565093118
0,0.526315789,0,0,0,0.4,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0.466666667,0.4,1,0,0,0.473428604,0.294213131
1,0.605263158,0.666666667,0.333333333,0,0.6,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,0.666666667,0.466666667,0.6,1,0,0,0.393887071,0.581006444
0,0.412280702,0,0,0,0.6,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.833333333,0.466666667,0.4,1,0,0,0.587396268,0.402015956
1,0.51754386,0,0,0,0.4,0.4,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.666666667,0.833333333,0.666666667,0.6,1,0,0,0.481717474,0.520652517
0,0.315789474,0,0,0,0.4,0.4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.833333333,0.833333333,0.4,1,0,0,0.684156321,0.42297402
0,0.350877193,0,0,0,0.4,0.4,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.648312816,0.252264037
0,0.315789474,0,0,0,0.4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.833333333,0.466666667,0.4,1,0,0,0.684062802,0.358469757
0,0.447368421,0.666666667,0.333333333,0,0.6,0.4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.833333333,0.833333333,0.833333333,0.4,1,0,0,0.552561873,0.467111687
0,0.201754386,0,0,0,0.4,0.2,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.5,0.833333333,1,0.6,1,0,0,0.797667737,0.555995919
1,0.675438596,0,0,0,0.4,0.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.833333333,1,0.4,1,1,0,0.323775644,0.50028433
0,0.438596491,0,0,0,0.4,0.4,0,1,0.333333333,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.560457096,0.276085566
0,0.236842105,0,0.666666667,0.923076923,1,0.8,1,1,0,0.5,0,0,0.75,1,0,1,1,0,1,1,1,1,1,0.666666667,0.4,1,1,0,0.762754508,0.840624903
0,0.254385965,0,0,0,0.6,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,1,1,0.4,1,0,0,0.744920203,0.600028775
0,0.587719298,0,0,0,0.4,0.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0.333333333,0.4,1,1,0,0.411280543,0.485538908
1,0.587719298,0,0,0,0.4,0.6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.333333333,0.466666667,0.4,1,1,1,0.411186229,0.515595461
0,0.324561404,0.666666667,0.666666667,0,0.6,0.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333333,0.666666667,1,0.9,1,1,0,0.674632777,0.738603129
0,0.438596491,0,0.666666667,0.384615385,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,1,0,0,0,1,1,1,0.466666667,0.6,1,1,0,0.561069733,0.636863309
0,0.614035088,0,0,0,0.6,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.666666667,0.833333333,0.666666667,0.4,1,0,0,0.385154246,0.509096681
1,0.710526316,0,0,0,0.6,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.833333333,0.4,0.4,1,0,0,0.289120487,0.365941325
1,0.587719298,0,0,0,0.4,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0.466666667,0.4,1,0,0,0.412010802,0.284387371
0,0.280701754,0,0,0,0.8,0.2,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.5,0.666666667,1,1,1,0,0,0.718364464,0.703993208
0,0.342105263,0,0,0,0.6,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.5,0.833333333,0.466666667,0.6,1,0,0,0.656990055,0.572790668
0,0.385964912,0,0,0,0.4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.612975005,0.28976796
0,0.350877193,0,0,0,0.4,0.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.648005344,0.309721586
0,0.210526316,0,0,0,0.8,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.788830255,0.257580711
0,0.50877193,0,0,0,0.4,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.666666667,0.4,0.4,1,1,0,0.490968704,0.352261596
0,0.5,0.666666667,0.5,0,0.6,0.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.466666667,0.4,1,1,0,0.499111574,0.603753664
0,0.692982456,0,0,0,0.4,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.333333333,0.466666667,0.4,1,0,0,0.306703664,0.308955112
0,0.447368421,0,0,0,0.6,0.4,1,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.333333333,0.466666667,0.4,1,0,0,0.552229751,0.378184062
0,0.526315789,0,0,0,0.2,0.2,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.473466619,0.088011813
0,0.324561404,0,0,0,0.6,0.4,1,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.833333333,0.4,0.4,1,0,0,0.675137951,0.407380283
1,0.438596491,0,0,0,0.4,0.6,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,0.833333333,0.666666667,0.833333333,0.6,1,0,0,0.56063606,0.571789014
0,0.51754386,0,0,0,0.4,0.4,1,1,0,0,0,0,0.75,0,1,1,0,0,0,0,1,0.666666667,0.833333333,1,0.6,1,1,0,0.481857146,0.548419716
0,0.473684211,0,0,0,0.4,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.525872485,0.15824585
0,0.394736842,0,0,0,0.8,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.466666667,0.4,1,0,0,0.604688638,0.436646501
0,0.473684211,0,0,0,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,1,1,0.6,1,0,0,0.525721131,0.567581252
1,0.657894737,0,0,0,0.2,0.2,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.341875126,0.068822547
0,0.324561404,0.666666667,0.333333333,0.507692308,0,0.4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.466666667,0.4,0,0,0,0.675990727,0.404131547
0,0.429824561,0,0,0,0.2,0.2,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.569955444,0.100886633
1,0.552631579,0,0,0,0.2,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.4,0.4,1,0,0,0.447258233,0.315918531
0,0.561403509,0,0,0,0.2,0.2,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.438379774,0.083330059
0,0.464912281,0.666666667,0.666666667,0.923076923,0.6,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.833333333,0.6,1,1,0,0.534876842,0.719172978
1,0.5,0,0,0,0.4,0.6,0,1,0.333333333,0,0,0,0.75,0,0,0,0,0,0,0,0,1,1,0.333333333,0.6,1,0,0,0.499187357,0.552322491
0,0.657894737,0,0,0,0.4,0.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0.4,0.4,1,1,0,0.341161226,0.498516859
0,0.570175439,0,0,0,0.4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0.333333333,0.4,1,0,0,0.429607026,0.307538553
1,0.605263158,0,0,0,0.4,0.4,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.39373555,0.255504661
0,0.622807018,0,0,0,0.4,0.4,0,1,0,0,0,0,0.75,0,0,1,0,0,0,0,1,0.666666667,0.833333333,1,0.6,1,0,0,0.376598721,0.529121527
0,0.473684211,0,0,0,1,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.666666667,0.833333333,0.466666667,0.6,1,1,0,0.525161174,0.643130583
0,0.49122807,0,0,0,0.6,0.6,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.507626825,0.34266062
0,0.587719298,0,0,0,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.333333333,0.333333333,0.4,1,0,0,0.411381481,0.433348564
0,0.5,0.666666667,0.666666667,0,0.6,0.8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.4,1,1,0,0.499261993,0.708910655
0,0.342105263,0,0,0,0.6,0.8,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,1,1,0.466666667,0.6,1,0,0,0.656931608,0.659623268
1,0.50877193,0,0,0,0.4,1,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,1,1,1,0.4,1,0,0,0.49050572,0.595616362
1,0.596491228,0,0,0,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.833333333,0.333333333,0.333333333,0.4,1,0,0,0.402593947,0.430545433
0,0.535087719,0,0,0,0.6,0.6,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,1,1,1,1,0.4,1,1,1,0.464193683,0.593135528
1,0.657894737,0,0,0,0.4,0.2,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.5,0.833333333,0.466666667,0.6,1,0,0,0.341373819,0.469100904
0,0.438596491,0,0,0,0.4,0.4,1,1,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0.333333333,0.6,1,1,0,0.560546987,0.511583463
